96;-Lemon Drop;-The Lemon Drop was intended to represent the flavor of the Lemon Drop candies, which are essentially just citric acid and sugar. So while you may often see triple sec listed as an ingredient for the Lemon Drop, and while it may in fact result in a "better" drink, it isn't an appropriate ingredient for this cocktail since the lemon drop candies don't include any orange flavoring.;-Garnish: Lemon wheel;-Shake with ice.Strain into a sugar rimmed cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
97;-Liberal;-;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
98;-Mahogany;-Jägermeister is one of those products that often gets very little respect amongst serious cocktail drinkers, of which I am one. A good bartender friend of mine once told me I needed to perhaps rethink my stance here. She challenged me to work up a cocktail which it would properly work in, where you could taste the Jägermeister, but without it being overtly a Jägermeister drink. Frankly I think I came up with something quite good with this one.;-;-Stir all except the cinnamon with ice.Strain into a cocktail glass that has been coated with the cinnamon tincture (or cinnamon schnapps).;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
99;-Mai Tai;-Trader Vic's original Mai Tai recipe from 1944 was made with 2 ounces of 17 year old Wray & Nephew rum, the juice from one lime, 1/2 ounce of Holland DeKuyper Orange Curacao, 1/2 ounce of French Garnier Orgeat, and 1/4 ounce Rock Candy Syrup. Today, the Wray & Nephew rum is no longer available, and it was a wonderfully rich flavored rum indeed. My version of the recipe is trying to simplify this drink as much as possible in order to make it easily approached by home bartenders. For this reason I am simply listing an ounce of "full bodied rum" and an ounce of "medium bodied rum", which rums you use is up to you. Because this isn't nearly as heady as the 17 year old Wray & Nephew, I am leaving out the simple syrup, because that would have otherwise made this drink too sweet. Feel free to experiement with different rums on your own, and if you feel it necessary, by all means add a little simple syrup to adjust the balance.;-Garnish: Float of dark rum (optional), and garnish with a lime shell and sprig of mint.;-Shake with ice.Strain into an ice filled Old Fashioned glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=67&width=160
100;-Manhattan;-One of the things that fascinates me most about the Manhattan, is that it is one of the few pre-prohibition cocktails which survives to this day with its recipe, for the most part intact. As would any drink of that day called a cocktail, it still includes bitters, an aspect that its younger sibling, the Martini, can no longer say. Also unlike the Martini, the ratio of spirit to vermouth is usually fairly similar to what would have originally been used. I would even hazard to say that a modern day Manhattan would be completely recognizable to a bartender from the 1880’s.;-Garnish: Maraschino Cherry;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=181&width=160
101;-Margarita;-;-;-Shake with ice.Strain into a salt rimmed cocktail glass, or a salt rimmed, ice filled, margarita glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
102;-Martinez;-Many may refer to the Martinez as being simply an early version of the Martini, to the point of refering to the origins of the Martini as being those of the Martinez. I instead feel that both the Martinez and the Manhattan were precursors to the Martini, each being a unique cocktail unto itself.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=180&width=160
103;-Martini;-While I much prefer more vermouth in my Martini than is used here, I think this version provides the "dryness" that most drinkers expect from a gin Martini and yet still gives them a little bit of culinary interest from the vermouth. So while I typically wouldn't recommend serving a 3-to-1 Martini to a random customer who just asks for a (gin) Martini, I think this version would work well for that and begins to provide the customer a little bit of insight as to what they might be typically missing in a Martini;-Garnish: Lemon twist, or a green olive;-Stir with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
104;-Martini (classic);-While the "original" dry Martini was equal parts gin and dry vermouth, as we lead up to American Prohibition we see the ratios begin to change a bit. While the "equal parts" version is still popular, we are seeing several references to 3 to 2, and even 3 to 1 ratios being used. The version I list here is a 3 to 1 ratio, which is the furthest that I like to take a Martini, because it sill allows the vermouth to participate in the flavors.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
105;-Martini (circa. 1888);-The first time we see a cocktail specifically going by the name "Martini" is in the 1888 edition of Harry Johnson's "New and Improved Bartenders' Manual". While the recipe has a few more ingredients then we are used to, and may almost (but not quite) look more like a Martinez than it does a Martini, it does provide a good starting point to see how the Martini has evolved over time. In his recipe he simply callse for "vermouth" without indicating if it shoudl be dry or sweet. In those days, bartenders would realize that he naturally intended for sweet. While these days bartenders would assume otherwise.It is interesting to note that the illustration that accompanied the recipe in Harry's book labeled the drink as the "Martine" instead of "Martini".;-Garnish: Piece of lemon, squeezed over the top.;-Stir with ice.Strain into a fancy cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=228&width=160
106;-Martini (circa. 1900);-Many people don't realize that the Martini was originally made with sweet vermouth. The recipe shown here, would have been what you probably would have gotten had you simply ordered a "Martini" in most American bars around the 1900's. You may want to experiment a little bit with the ratios since which gin you use, as well as which sweet vermouth, will present a different flavor profile. This drink should be full of flavor, but it shouldn't taste overly sweet.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=217&width=160
107;-Martini - dry (circa. 1900);-The oldest recipe I know of for a "dry" Martini was brought to my attention by Fernando Catellon. He found it in "American Bar—Boissons Anglaise & Américaines", a French cocktail book published in 1904.DRY MARTINI COCKTAILVerre No. 5Prendre le verre à mélange no. 1, mettre quelquesmorceaux de glace:3 traits d’angostura ou orange bitter.Finir avec gin et vermouth sec, quantités égales, remuer, passerdans le verre no. 5, server avec un zeste de citron, une cerise ouune olive, au gout du consommateur.Which tranlates into English as:DRY MARTINI COCKTAILGlass No 5Using mixing glass No 1, and a few pieces of ice:3 dashes of angostura or orange bitter.Finish with gin and dry vermouth, equal quantities, stir well, pourinto glass No 5, serve with a piece of lemon peel, a cherry or anolive, based on the taste of the consumer.While using "equal quantities" of gin and dry vermouth might sound rather severe, as long as you use a good fresh vermouth, it is really a delightful libation.;-Garnish: Lemon twist.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
108;-Metropole;-The Metropole Cocktail was the house cocktail at the Metropole Hotel, opened in New York just before the beginning of the 20th century. Some say it is a stronger and spicier version of the Manhattan. The original recipe (from Kapplers "Modern American Drinks") used as much dry vermouth as brandy, but the modified version shown here was recommended by Paul E. Lowe, in "Drinks As They Are Mixed" (1904) recommended cutting the dry vermouth by half and adding a barspoon of gum [syrup]". He also recommended using Angostura only, but I still prefer the results o the mixture of orange and peychaud's.;-Garnish: Cherry;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=196&width=160
109;-Milk Punch;-;-Garnish: Grated nugmeg;-Shake with ice.Strain into an ice filled highball glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
110;-Mimosa;-;-;-Pour orange juice into a champagne flute, and then top with champagne;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
111;-Mint Julep;-The Mint Julep is one of those grand old drinks that everyone has heard of, but it seems few have ever ordered them. To experience it properly, you really do need to have it in a classic mint julep cup, shiney silver, coated with a thin film of ice, and piled high with finely crushed ice. On a hot summer day, when all of your chores are done, it's hard to imagine anything better. The special silver julep cups can be a little trickey to find, but you can find them either at Kegworks.com or at SilverSuperStore.com where they have a very nice selection and a great price.;-Garnish: Mint sprigs dusted with powdered sugar.;-Muddle in a cocktail shaker until the sugar is dissolved and the mint is blended in.Add ice, and then shake well.Strain into a glass filled with shaved ice.;-http://drinkboy.com/ImageHandler.ashx?imageid=156&width=160
112;-Mojito;-The Mojito seems to be "the" drink these days, but this drink dates from before the 1930's, where it was a popular drink in cuba to refresh and relax with. In the 1950's the drink burst onto the international scene when it was "discovered" by Enest Hemmingway at "La Bodeguita del Medio". Properly made, a mojito should always be made with fresh mint and fresh lime juice, but due to its ubiquitous popularity, you will often find bars using various unfortunate shortcuts to make them quicker, but sacrifice the quality in doing so.;-Garnish: Mint sprigs sprinkled with powdered sugar.;-Add the syrup and mint to a mixing glass. Use a muddler to lightly press the mint and form a mint flavored syrup. Add ice, lime juice, rum, and one half of a lime shell (quartered). Shake well, and then strain into an ice filled pint glass.Top with soda.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
113;-Monkey Gland;-In the 1920s Dr. Serge Voronoff, a Russian surgeon living in France, gained more than a small amount of fame and fortune for his practice of implanting into men the testicles of monkeys for apparent therapueutic purposes. This drink was named in "honor" of this practice.;-Garnish: Orange twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=250&width=160
114;-Monte Carlo;-It seems like these days everybody is trying to come up with “variations” on some particular cocktail, Pomegranate Martinis, Raspberri Manhattans, Strawberry Mojitos… you get the point. If a drink is a Manhattan, call it a Manhattan, if it isn’t don’t. Case in point, the “Monte Carlo”. This drink is essentially a Manhattan in which you have simply switched out the sweet vermouth, for something a little sweeter, and a little more complex, Benedictine. If you like Manhattans, you’ll probably like this drink as well.;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
115;-Morning Cocktail;-;-Garnish: Cherry and a lemon twist.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
116;-Moscow Mule;-Invented in 1941 by John Martin of the Heublein Company (distributors of Smirnoff Vodka) and Jack Morgan (owner of the Cock n' Bull restaurant) as a way to popularize Vodka, Ginger Beer, as well as unload an excess of copper mugs.For a long time, the special copper mugs could only be found in antique stores or auction sites, but recently the Cocktail Kingdom started selling them. You can find them here.;-Garnish: Lime wedge;-Build in an ice filled highball glass (or copper mug);-http://drinkboy.com/ImageHandler.ashx?imageid=211&width=160
117;-Negroni;-;-Garnish: Orange slice.;-Stir with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
118;-Nicky Finn;-;-Garnish: Cherry or lemon twist.;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
119;-Obituary Cocktail;-;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
120;-Old Cuban;-This wonderful drink was created by my good friend (and now wife) Audrey Saunders, proprietor of the Pegu Club in New York City. You will notice that it is closely related to the Mojito, but with far more elegance and sophistication. Audrey garnishes her original version with a sugar-coated vanilla bean as shown her in this recipe. If you don't happen to have any handy, feel free to make it without, but you do owe it to yourself to try it one day with that little added extra touch.;-Garnish: Sugar-coated vanilla bean;-Muddle lime juice, syrup, mint in a mixing glass. Add rum, bitters, ice, and shake well. Strain into cocktail glass, and top with champagne.;-http://drinkboy.com/ImageHandler.ashx?imageid=234&width=160
121;-Old Fashioned Whiskey Cocktail;-The Old Fashioned represents what is perhaps the oldest form of cocktail known. Unfortunately it has fallen out of favor these days, and I rarely see people ordering it. I suppose this could be partially due to the fact that most bartenders don't know how to properly make it anymore. The atrocities I often see inflicted on this drink include leaving out the bitters, and topping it off with water or soda. Please, stop the madness and let's start making this drink properly again! You will often see recipes suggesting you muddle a half orange wheel with this drink. And while I like the effect the orange essence has overall, I dislike the added pulp that results. Since the oils in the orange peel itself are so wonderful, I prefer to simply cut an orange zest over the glass before pouring in the whiskey. You also shouldn't even think about muddling a cherry in this drink, it doesn't really add anything, except for a mangled carcass on the bottom of the glass. Save it for a garnish instead. It is often cited that this drink was created at the Pendennis Club in Louisville, Kentucky. David Wondrich however has uncovered evidence which shows this not be the case. He has a reference to the term "Old Fashioned" as applied to a cocktail being used at least a year before the Pendennis Club opened. The term itself, is simply referring to making a cocktail the "Old Fashioned" way, since it was around 1870 that a "new" style of cocktail was emerging, which gave birth to drinks such as the Manhattan and Martini, which don't reflect the classic "spirits of any kind, sugar, water, and bitters" which originally defined the cocktail. While a traditional "whiskey cocktail" would have originally been commonly made with rye whiskey, these days it is more common to find it made with bourbon instead.;-Garnish: Lemon twist and optionally a cherry.;-If you are using a sugar cube instead of the simple syrup, muddle it in the bottom of an Old Fashioned glass with the bitters and a teaspoon of water. Then add the ice, followed by the whiskey, and stir to chill.You can also use Bourbon whiskey for this, in which case I recommend using an orange twist instead of a lemon twist.;-http://drinkboy.com/ImageHandler.ashx?imageid=34&width=160
122;-Old Pal;-The Old Pal Cocktail first appears in "Barflies and Cocktails" (1927) by Harry MacElhone of the famed Harry's New York Bar in Paris. There it was listed as using sweet vermouth, but in the 1930 edition of "ABC of Mixing Cocktails" he changed the recipe to use dry vermouth instead. While you will often find bartenders these days using American Rye whiskey for this drink, I find that Canadian whisky provides a little better balance with the dry vermouth.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
123;-Opera;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
124;-Palm Beach Special;-;-;-Shake with ice.Strin into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
125;-Parisian;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
126;-Park Avenue;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
127;-Pegu Club;-;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
128;-Petit Zinc;-;-Garnish: Orange wedge.;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
129;-Pimm's Cup;-;-Garnish: Slice of lemon and slice of cucumber.;-Pour Pimm's into an ice filled pint glass. Top with chilled ginger ale (or lemon-lime soda).;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
130;-Pink Gin;-Nothing could be simpler, gin and bitters. It may not be a drink I'd recommend to somebody just getting interested in cocktails, but once you've grown accustomed to the normal lineup, it's a great drink to try. The amount of bitters can easily be adjusted either up or down depending on your tastes.;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=249&width=160
131;-Pink Lady;-;-;-Shake hard with ice. Strain into a wine glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
132;-Pisco Sour;-The Pisco Sour is perhaps the most famous drink that uses this special South American form of brandy. The key ratios as standardized in Peru is 3 parts Pisco, 1 part lime juice, 1 part simple syrup. The egg white adds a lushious mouth-feel to it, and the bitters dashed on top add both a nice aromatic nose to it, plus perhaps more importantly will elimiate the "wet dog" smell that an egg white foam will cause.;-Garnish: Dash of bitters;-Shake everything except the bitters hard with ice.Strain into a champagne flute.Use the bitters as an aromatic garnish to the top of this drink.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
133;-Planters Punch;-;-Garnish: Lemon wedge;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
134;-Poet's Dream;-I first encountered this drink in the Old Waldorf-Astoria Bar Days (1931), the Poet's Dream cocktail is a beautiful representation of how Benedictine can be represented in a cocktail.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=215&width=160
135;-Port Wine Cocktail;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
136;-Presidente;-;-Garnish: Orange twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
137;-Pusser's Painkiller;-;-Garnish: Grated nutmeg, cinnamon, pineapple stick, and orange wheel.;-Shake with ice.Strain into an ice filled Tiki mug.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
138;-Ramos Gin Fizz;-This is a classic New Orleans cocktail invented in the 1880s by Henry C. Ramos at his bar in Meyer’s Restaurant. The original recipe required 12 minutes of shaking to achieve the proper creamy consistency. You could try that to see if you like the results better.;-;-Shake all ingredients, except the soda water, very hard with ice (at least a minute). This should result in a fairly foamy consistancy. Strain into a Collins glass and then top with the soda water.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
139;-Red Snapper;-If you dig into the often confusing history of the Bloody Mary, you will encounter references to it first being served in 1934 at the St. Regis hotel in New York by Fernand Petiot who brought the recipe with him from Paris (where some accounts claim he invented it). Since the name “Bloody Mary” was deemed to be a little to vulgar for the establishment, it was re-christened the “Red Snapper”, it is also said that since vodka wasn’t yet easily available here in the US, gin was used instead. Eventually the original name was returned to the drink, but the Red Snapper continued to be made with gin instead of vodka.;-Garnish: Celery stalk and a lemon wedge;-Shake with ice, then strain into an ice filled highball glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=251&width=160
140;-Renaissance;-As we all know, bitters are a crucial ingredient for many cocktails. A few old recipes referred to peach bitters, but no product survived to modern days. Fee Brothers then produced their version, and I took it on myself to see if I could come up with a few cocktails that might be able to make good use of it. The Renaissance is one of them that I came up with. I think that it is a delightfully approachable drink that is just slightly on the sweet side. I was pleased to see it listed one day on the cocktail menu at "Licorous" a great little cocktail bar here in Seattle.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=212&width=160
141;-Robert Burns;-;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
142;-Rob Roy;-The Rob Roy gets it's name from an opera by the same name which opened in New York in 1894. In those days it was common to bring about new cocktails and name them after popular shows. For the Rob Roy, they simply took an existing popular cocktail, the Manhattan, and substituted the rye for scotch. Most likely, it would have typically been made with Dewar's blended scotch, which had just recently begun being imported into the states.David Wondrich has dug into the details of the Rob Roy and his research would indicate that it originated around 1895, in Hoboken New Jersey at "Duke's House". A salesman for Usher's Scotch Whiskey, when faced with an invitation to drink Manhattans, asked the bartender (Henry A. Orphal) to mix up something with Usher's whiskey instead. He swapped out the American whiskey for Scotch, and christened it the Rob Roy. ("Piecing Together the History of the Rob Roy Cocktail");-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
143;-Rosita;-The Rosita is a drink I first encountered in August 1999 issue of GQ Magazine. It was in an article written by Terry Sullivan, where he was providing a cautionary tale about drinking too much tequila. The Rosita didn't figure in his tale, but for whatever reason he chose to end the article with this delightful little drink. After trying it, I decided it was probably my favorite tequila cocktail, and one that rarely appeared to be listed in cocktail books of the day.;-Garnish: Lemon twist;-Stir with ice.Strain into an ice filled Old Fashioned glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
144;-Rusty Nail;-;-;-Stir with ice.Strain into an ice filled Old Fashioned glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
145;-Saratoga;-Originally, cocktails had such fanciful names as “gin cocktail”, “whiskey cocktail”, and “brandy cocktail”. Now that is some creativity the likes of which we haven’t seen in a long time. Such names were common in the original bartender’s guide published in 1862 by Jerry Thomas. By the time he published his second book in 1887; cocktail names had taken a decidedly different turn. Besides the Manhattan, Morning Glory, and Martinez cocktail, we also see one of the first appearances of the Saratoga cocktail. This variation on a Manhattan includes brandy along with the whiskey.;-Garnish: Lemon slice;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
146;-Satan's Whiskers;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
147;-Sazerac;-;-Garnish: Lemon twist;-Coat chilled old fashioned glass with Absinthe substitute (Herbsaint, Pernod...). Pour out most of what remains, perhaps leaving a small puddle in the bottom of the glass. Add bitters and syrup. You can use a single sugar cube instead of simple syrup, in which case you would now muddle this to dissolve. Add Whiskey.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
148;-Scofflaw;-The word "Scofflaw" has come to mean "A person who flouts the law, especially an unsustainable one.", but such was not always the case.It was in 1923, when Delcevare King, a member of the Anti-Saloon League, posed a contest to create a new word in order to combat the continued drinking which was going on during American Prohibition. The new word was to be one "which best expresses the idea of a lawless drinker, menace, scoffer, bad citizen, or whatnot, with the biting power of 'scab' or 'slacker.'" The $200 prize elicited a huge response. On January 16th, 1924, the Boston Herald announced the winning word as "scofflaw", with the winnings shared by the two Boston area residents, Henry Irving Dale and Kate L. Butler, who both submitted it.This was not the end of the story however, in just a little over a week, a salvo was launched from Harry's New York Bar in Paris, where they created a new drink and christened it the "Scofflaw".;-Garnish: Lemon wedge;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
149;-Scottish Guard;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
150;-Sidecar;-The Sidecar is a classic cocktail which most bartenders know, but seems to be rarely ordered. Part of this is because it is poorly made, and more often than not made with sour mix instead of fresh ingredients. Properly made this drink should be made with cognac (or brandy), Cointreau, and fresh lemon juice. There are however a variety of ways these ingredients can be combined, the secret is how to do so in a way that presents a perfect balance.;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=221&width=160
151;-Singapore Sling;-Cocktails often have a habit of taking on a life of their own, and almost becoming more legend than actual libation. The Singapore Sling by name is a drink that is found on cocktail menus across the country, but the recipes being used take on almost every form imaginable as long as they loosely approximate the slightly foamy fruit-punch image the drink conjures up. It is said that even at Raffels Hotel in Singapore, where the drink was created, the "original" recipe is no longer being served. My recipe below is the same as was listed on a recipe card that Raffles hotel makes (or at least made) available which described the general history of the drink as well as it's recipe. I have reproduced that card in my writeup about the drink below.;-Garnish: Cherry and slice of pineapple;-Shake with ice.Strain into an ice filled Collins glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=185&width=160
152;-Southern Beauty;-;-Garnish: Top with lightly beaten cream.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
153;-Southside;-;-Garnish: Mint sprigs;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
154;-Stinger;-;-Garnish: Fresh sprigs of mint, and serve with a glass of water.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
155;-Straits Sling;-Of course almost everybody has heard of the famous Singapore Sling, invented at Raffles Hotel in Singapore. What they might not know, is that sometime during the 1930’s they stopped serving the drink, and when they decided to start making it again, they discovered they no longer had the original recipe. As the rumor goes, an old customer had a recipe written on the back of an old napkin, and they used that to bring back the drink. There are some who say that this isn’t the same recipe, instead they feel that the “original” Singapore Sling recipe is found here, in the recipe for the “Straits Sling”. We may never know.;-;-Shake everything, except for the soda water, with ice.Strain into an ice filled Collins glass.Top with soda water.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
156;-Tailspin;-;-Garnish: Lemon twist and cherry.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
157;-Tango;-;-Garnish: Orange twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
158;-Tillicum;-I sometimes like to play around a little with thinking about different garnishing possibilities. One day I was in the grocery store and saw a packet of raw smoked salmon on sale, this packet was the bits and ends left over after making those fancy packets of "Lox", and while perfectly good, wasn't quite pretty enough to be used for a finely turned out buffet. I felt their size however would work really well in a cocktail. My first try was just with an ordinary Martini, and found that it worked really well, so I created this drink to better match the salmon with a salmon-ish colored drink. The name for the drink comes from the local Tillicum Indians, they would smoke their salmon around a fire by splaying them out on wooden sticks, so I skewered the salmon such that it mimics this effect.;-Garnish: Slice of smoked salmon skewered flat on a pick;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
159;-Tip Top;-I am not sure where this drink comes from although I first found the recipe in "Old Waldorf Bar Days", by Albert Crockett Stevens from 1931. What I find the most fascinating about this drink, is that it uses dry vermouth as it's base. With so much vermouth, please don't try to use that tired old bottle that might be sitting in your liquor cabinet. Pick up a nice fresh bottle of a good quality vermouth, and really see what it can do.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
160;-Tom and Jerry (batter mix);-Dating from the early 1800’s, the Tom & Jerry can be described as a hot variation of an eggnog, and likewise is traditionally served at Christmas time.The first known reference to the Tom & Jerry as a drink comes from the Salem Gazette of March 20, 1827 in the form of recounting an incident in Police Court, where a “lad of about thirteen years of age” was tried for theft. He was acquitted because it was deemed he was “…deranged, probably in consequence of the “hell-broth” that he had been drinking”. The drink was named “Tom and Jerry”, and described as “eggs, sugar, nutmeg, ginger, allspice and rum”.There are a few slight variations of the Tom & Jerry, some use rum only, others brandy only, but I think the combination of rum in the batter and brandy in the drink makes for a good balance. You’ll also often see the drink made with hot water, but I find that hot milk makes for a richer drink that just seems more appropriate for a cold winter day.As the story goes, Tom & Jerry’s should never be served until after the first snow, so sit back and watch the weather, and the moment that first flake begins to float out of the heavens, see if  you can have your drink warming your hands before it hits the ground.;-Garnish: Grated nutmeg;-Beat egg whites to a stiff froth, and the yolks until they are as thin as water. Mix yolks and whites together and add the rum, spices, and cream of tartar. Thicken with sugar until the mixture attains the consistence of a light batter. In a coffee mug, combine one table-spoonful of the above mixture, and 2 ounces of brandy, and then fill the glass with piping hot milk.;-http://drinkboy.com/ImageHandler.ashx?imageid=252&width=160
161;-Tom Collins;-;-Garnish: Cherry and orange wheel;-Shake everything, except for the soda water, with ice.Strain into an ice filled Collins glass.Top with soda.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
162;-Trident;-Probably one of my most successful cocktails has been the Trident. I originally created this drink when I was working with Fee Brothers Peach Bitters. There were very few recipes which specifically called for it, and I felt that there was plenty of room therefore for a few more. I had recently found that switching in aquavit for the gin in a Negroni produced great results, and thought I'd take this a little further. Since I have a facination for slightly obscure ingredients, I decided to try a Negroni variation in which each ingredient was something you might not typically find in ordinary bars. After a few experiments, the Trident was the result. The name comes from notion that each of the three main ingredients come from three different sea-faring countries. Here in Seattle, the Zig Zag Cafe has had this on their cocktailo menu for quite a while, apparently it is the reason they go through more Cynar than all the other bars in Washington State combined. It has also made it onto the menus of many of the better bars around the US as well as the world.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=173&width=160
163;-Twentieth Century Cocktail;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
164;-Vesper;-It is said, that Ian Flemming designed this drink himself, with the help of bartenders at Dukes hotel in London. He apparently was fairly proud of it, but unfortunately it never shows up again. In the movies Bond tends toward straight vodka more often than not. Fortunately, Casino Royale was finally made into a full-fledge Bond movie, and in it this drink is once again introduced to the public. The new movie is intended to take place in the modern day, but James still orders his drink using “Kina Lillet”, this either shows that the scriptwriters didn’t really do any research on the product at all, or were intent on preserving the dialog from the book while sacrificing accuracy.;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
165;-Vieux Carre;-The Vieux Carre was created by Walter Bergeron (head bartender at the Hotel Monteleone) in 1938. Today, the hotel bar is well known for its Carousel Bar (built in 1949), which is a bar that actually is a carousel that spins slowly around. The name Vieux Carre is French for "the Old Square", which is the French name for the "French Quarter".;-Garnish: Lemon twist.;-Build over ice, in an Old Fashioned glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=218&width=160
